assessment_id,pronunciation_avg,vocab_avg,fluency_avg,cohesion_avg,grammar_avg,cefr_avg,suffix,transcript,filler_word_count,formants_mean,formants_median,formants_std,formants_min,formants_max,mfccs_mean,mfccs_std,mfccs_var,spectral_centroid_mean,spectral_bandwidth_mean,pitch,intensity,speech_rate,intensity_to_speech_rate_ratio,pauses_duration,pauses_frequency,brunets_index,average_sentence_length,cohesion_score,flesch_kincaid_score,coleman_liau_index,automated_readability_index,repetitions
1659856072110825-1,5.5,5.0,5.0,4.5,5.0,5.0,0,"Health and well-being is important at the workplace because health and well-being provide a safe environment and a productive environment for those who are at work with you. You wouldn't want your coworkers to not be involved in healthy habits because you want to be influenced by good people who are going to be around you. When I was beginning a job one time, somebody started smoking around me and that was something which was very hard for me. My employer brings in a dog to the office and I happen to be allergic. These are unhealthy habits for me and therefore I would rather that workplace habits be healthy and safe for all.",2,1352.2038855888409,1172.7129684209033,681.9634040596749,0.0,4582.768103484824,-18.405369,29.350693,14576940.0,1759.0267505733225,1494.171849990656,1294.4839,0.06675808,0.11393245377863546,0.5859443828591214,0.0146875,0.2340637450199203,1.7893447413724344,24.2,0.5476745367050171,10.524033057851238,8.197685950413224,16.08157894736842,0
1659856072110825-2,5.5,5.0,5.0,4.5,5.0,5.0,1,I went on vacation that one time to New Zealand. It was great. And I went scuba diving and skydiving. It was great.,0,1254.5645039807189,1179.569218685645,638.6441522788871,0.0,6666.821386706079,-13.895765,30.89834,17066292.0,1740.9457231615459,1419.7517680198766,1257.4297,0.09474969,0.1272860440340909,0.7443839567894507,0.00225,0.20454545454545456,1.7118692955940733,6.75,0.5567026138305664,1.9017592592592614,0.06814814814814874,4.995000000000001,0
1659856072110825-3,5.5,5.0,5.0,4.5,5.0,5.0,2,"Next weekend, I'm going to go and visit my siblings in Ranaana, and it's going to be great.",0,1233.4508082410234,1118.173031777367,715.4046633099591,0.0,5326.666767649092,-19.693333,36.536545,34784184.0,1562.5890220804426,1312.0501706123246,1360.3174,0.060827944,0.10930129716981132,0.5565162171243576,0.00325,0.3270440251572327,1.7008268430839244,23.0,0.6222049593925476,7.745217391304351,1.8313043478260838,11.381666666666668,0
1659856072110825-4,5.5,5.0,5.0,4.5,5.0,5.0,3,"How many oral questions do they get? There are five questions that are yes, indeed. Five questions. Five questions. Each calibrated against what the exam has been able to detect up until now that this person will be able to succeed with. What advice do I give a new worker in my job? The coffee machine needs to always be stocked. Otherwise, I'm going to be unhappy.",1,1495.3069737404053,1404.0817412765377,690.6594779998557,0.0,3707.5414104233114,-17.59248,28.864676,13571339.0,1889.6898315525636,1541.379698064961,1431.6382,0.054245804,0.13093425010195758,0.41429804243688295,0.011375,0.2969004893964111,1.814484591177755,9.75,0.5632975101470947,3.794551282051284,3.7794871794871803,8.486753731343285,0
1659856072110825-5,5.5,5.0,5.0,4.5,5.0,5.0,4,"Great kindness, kindness. It is more important to have other people love you and be cared for by you. Other people are what make us who we are and therefore, whatever.",0,1196.7678522910771,916.8106639674086,715.6060060035766,434.84569498916414,6098.557607167047,-18.46958,28.040115,12009345.0,1515.0543349900547,1337.8976799071945,1206.919,0.065061234,0.09967062282229965,0.6527623897137317,0.0048125,0.2682926829268293,1.722562629490293,12.0,0.6078852415084839,4.495555555555558,4.109999999999999,9.109892473118279,0
1661070908438977-1,3.0,3.0,3.33,2.67,2.67,3.0,0,The thing that's interesting about my area of work is that I can help youth to get the job that they dream and good for them.,0,1651.4332283633767,1857.3725358608515,607.0022681841673,456.3353934908578,3993.581403057277,-16.927769,25.677933,8997978.0,2208.785815591163,2053.86165633941,1006.8385,0.054943215,0.11541748046875,0.47603894036513417,0.023625,0.49736842105263157,1.722562629490293,28.0,0.6311269998550415,9.23714285714286,4.142857142857142,14.214230769230767,0
1661070908438977-2,3.0,3.0,3.33,2.67,2.67,3.0,1,My answer was I'd rather to be an average person in the present.,1,1448.8353664171682,1299.138778502931,616.5111660566704,516.3631260080379,3094.168509006614,-12.587182,27.075016,10834599.0,2050.160152012992,1876.3810934477428,1082.0052,0.09166091,0.11653645833333333,0.7865427752446862,0.0083125,0.40672782874617736,1.652594045592809,15.0,0.6061285138130188,6.780000000000001,2.610666666666667,8.25769230769231,0
1661070908438977-3,3.0,3.0,3.33,2.67,2.67,3.0,2,"I will choose to be happy for two years, because I believe when you're happy, you can do anything you want. You can be a better person to your family, to your friends, to everybody who is near you. So this will be my answer, for sure.",2,1461.8473494006748,1371.6817665338788,674.0653809443719,355.97444105133394,3461.051728067904,-12.376987,23.585142,6201967.0,2133.4419058984777,1998.499531195582,1095.3427,0.09128716,0.11965851736540842,0.7628972883798448,0.019375,0.38366336633663367,1.7329302194658671,18.666666666666668,0.6631990671157837,6.650714285714287,2.3542857142857123,9.853120567375885,0
1661070908438977-4,3.0,3.0,3.33,2.67,2.67,3.0,3,"I prefer, I think, 10 real life friends because I believe of physical connection and not social media connection. I believe that this is better connection and this is better for the human being to be eye connection and physical connection rather than social media connection.",3,1556.0385327540707,1510.0381747259225,662.819155543855,469.9273895704432,3365.8467988355337,-12.720068,24.94474,7924228.5,2111.7460089507726,1975.9853070348,1150.5424,0.082961105,0.11648487390610218,0.7122049587065903,0.028375,0.4295175023651845,1.722562629490293,25.0,0.5927563309669495,12.568000000000001,10.063999999999993,18.227608695652172,0
1661070908438977-5,3.0,3.0,3.33,2.67,2.67,3.0,4,"No, because these people are negative and there is no reason to bring them the option to be popular because I believe racist advice is bad.",1,1555.0690935364355,1854.3074780267048,630.1186662948763,391.0687134481527,3184.1539648121043,-15.306192,23.257011,6397713.0,2042.0450015515387,2030.8836582426293,882.04974,0.056385003,0.08683349609375,0.6493462265923732,0.0273125,0.54625,1.6775871580592954,28.0,0.6184601783752441,11.765714285714285,7.08285714285714,16.75038461538461,0
1662420268098487-1,3.0,4.0,3.0,3.0,3.0,3.0,0,"The person who is the most important person in my country is López Obrador, because he's the president of my country, Mexico, and he has made some solutions for every single necessity or problems in my country, and he has a lot of persons, interest persons, because the curriculum of these persons are political and professional qualities, has qualities, they have qualities for a lot of functions and solve problems, and it's the best thing that he has made, because some people in this team has the solution to all problems, and maybe he's a polemical person because he has a history in my country, but people know that the problems in Mexico are really, really, very anxious, has a lot of years, and there he has the opportunity to change my country and do a lot of politics to make the changes.",12,1361.0110608249977,1058.6306864834612,934.2084275553058,0.0,5790.482069931002,-21.601088,29.685001,12798881.0,1711.1703421989348,1496.5255485932764,1528.8113,0.047212373,0.09385031982857507,0.503060336411604,0.086875,0.35432067295437164,1.7893447413724344,163.0,0.5908097624778748,64.99226993865031,7.682699386503064,76.35377622377624,0
1662420268098487-2,3.0,4.0,3.0,3.0,3.0,3.0,1,"My best teacher was maybe, I don't know, my first teacher in primary. She has a lot of patience and creativity, and she has so many equipment or tools for learning, and she has freedom in her class. She has a lot of knowledge about science and different things, and maybe another of my teachers was Arnaldo Corva, the personality of a human personality class, and he has discipline and he has a lot of knowledge too, like my other teacher, and he was the Ruth, Ruth, yes? Because he has a lot of maybe discipline, or I don't know, he worries about our knowledge, he worries about our learning, and he has a different kind of practice, and sociodramatic practice, and the class was really, really fun and really, really tense in some cases, because he was with a whole group, and they had a lot of, I don't know, I don't know.",7,1333.940583668451,1010.6735636732616,944.2302136275872,0.0,5856.929660247317,-19.1508,33.243717,19584564.0,1751.4024465378254,1455.5496038080917,1629.9768,0.07074873,0.10712698090841029,0.6604193536867945,0.0911875,0.364112802595458,1.7979235760094388,46.25,0.5837227702140808,18.074527027027028,4.918702702702703,23.052142857142854,0
1662420268098487-3,3.0,4.0,3.0,3.0,3.0,3.0,2,Thank you. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye. Bye bye.,0,1649.638597301815,1821.5217343624063,639.7017672268839,248.536962221646,2812.504119314326,-16.09829,11.106372,277213.53,1875.7501626990997,1859.8656132085555,1481.6567,0.05872693,0.06855305080307263,0.8566639768793164,0.00775,0.6927374301675978,1.526865046259939,3.0,0.6003328561782837,-2.619999999999999,-11.811494252873564,0.8462068965517275,28
1662420268098487-4,3.0,4.0,3.0,3.0,3.0,3.0,3,"Well, I think different work office is not usual in the future. Maybe we can define our births in different things because the manipulation of the genetic is very, very dangerous but it's a benefit for the people and maybe we can understand that I think maybe we need to make the human nature really, I'm really worried about that because we don't know the future has pollution, has contamination, has a lot of things but I don't know if only in the nature or maybe it's more in the mind of the people and I maybe I think in the future if we don't change now in the future maybe we don't have nothing, we don't have anything or the people disappear to the earth but I think we can change and we can go to other planets or we can go to other contexts or we can approve different political laws that care people and pollution, reduce the pollution and reduce the, I don't know, the mental health benefits will be more interesting.",1,1242.0620165056894,900.7987402998907,893.5371257142535,0.0,6623.973674050611,-20.031063,30.495716,14342354.0,1636.3171400527017,1474.3080912456403,1651.6469,0.062366314,0.08709431694619876,0.7160778845177151,0.0899375,0.3429456625357483,1.7527703054973112,97.5,0.6151554584503174,38.34987179487179,6.632410256410257,47.29645714285714,0
1662420268098487-5,3.0,4.0,3.0,3.0,3.0,3.0,4,"It's a difficult question because I think the world has a lot of hunger, or I don't know, maybe we have the necessity to take decisions, not political decisions, but human decisions that make the change. I don't know if we can or could or will finish the war, but I don't know.",1,1265.3734086354318,974.7265314583777,998.0383429709747,0.0,6766.068860900731,-20.156136,35.97469,26347518.0,1615.6042880548691,1388.709579902702,1638.3654,0.06956648,0.08991879772909968,0.7736589297489839,0.0409375,0.4212218649517685,1.7329302194658671,32.0,0.6484221816062927,12.193125000000002,3.9468749999999986,16.436415094339623,0
1667330281849843-1,5.5,5.0,4.5,5.0,5.0,5.0,0,"I would much rather be a first version me than a second version someone else. Why is this? Because I feel that throughout the years, the accomplishments I've made, the studies, my academic degrees, my studies in Israel and abroad, my skills, professional experiences, and maybe possibly personal challenges have definitely been something that has made me who I am today. I am proud of what I feel I have accomplished and honoured and thank God for who I am today.",3,1520.4719638266836,1164.5473105508727,1008.180451219786,0.0,5633.826299092305,-20.304039,32.535442,21915680.0,2137.42206307096,1673.5489954715079,1684.9072,0.07332057,0.12180070173346055,0.6019716353385945,0.0244375,0.33163698049194235,1.7715350382047212,23.25,0.5578739643096924,10.733413978494628,7.142365591397848,15.617592592592594,0
1667330281849843-2,5.5,5.0,4.5,5.0,5.0,5.0,1,This is an excellent question. I think I would rather have more time. Thank God I don't feel in a difficult situation in terms of financial needs. But I do feel a stress of time. Time constraint is definitely one of the challenges I am dealing with on a day-to-day basis. So more time would definitely be something I would be appreciative of and feel like it would in a very generous way transform my day-to-day life.,3,1281.9611230165503,1032.6587558185354,875.7030105100592,0.0,6643.986369719243,-17.795391,27.895748,11361542.0,1901.2929504587414,1538.9121071438033,1690.7642,0.091989666,0.12824094082446807,0.717319021773541,0.0201875,0.27489361702127657,1.7805525680911245,14.0,0.5741844773292542,6.727142857142859,5.955714285714283,10.494069264069267,0
1667330281849843-3,5.5,5.0,4.5,5.0,5.0,5.0,2,"This is an interesting question. The potential outcomes could definitely be going both ways. I would need to understand a little bit more in depth which type of students go to this school. There are children who would definitely benefit from technological advance and increased funding, whereas there are other children who would much further adapt and enjoy sports teams and sport funding.",0,1570.5432672854602,1320.1217303764315,903.2910546931828,0.0,5750.8184567150965,-20.370588,27.863222,10999342.0,2105.2344048393916,1620.2380135243193,1689.636,0.07163717,0.14133089014207378,0.5068755206638531,0.0171875,0.2741774675972084,1.7329302194658671,17.0,0.5489275455474854,9.260588235294119,10.821176470588231,15.602142857142859,0
1667330281849843-4,5.5,5.0,4.5,5.0,5.0,5.0,3,"I think that this is an excellent question. It would be quite difficult for social media companies to actually verify that everything is true. I think that truth today has become a bit of a slippery slope term. It would be quite challenging for a company to have to take it upon themselves to define whether or not a piece of information is true. So whether or not I agree with this statement, I think the implementation of it would be far more challenging.",3,1483.500360597624,1229.563207408531,856.9820858014648,0.0,4714.166857351014,-19.771624,25.230047,7340221.5,2106.776963882551,1589.7357952634657,1726.8647,0.07379663,0.15268212802962297,0.48333508877596243,0.01925,0.2764811490125673,1.7429931071630576,18.0,0.6050754189491272,8.605555555555554,6.990222222222222,12.594642857142858,0
1667330281849843-5,5.5,5.0,4.5,5.0,5.0,5.0,4,"As a student for an all-girls high school, I am very pleased that I studied in an all-girls high school. I think girls and women benefit far more from it being a separate sex, separate gender classrooms. I think that in lower school years, it might be beneficial to be in a more co-ed classrooms, so that might be a consideration to take into account. Boys might feel differently about this, but from my personal opinion, I believe that women and girls should study separately.",2,1549.804259157817,1260.0546092371746,898.53327422029,0.0,6326.472370605476,-21.517696,29.069382,13706932.0,2067.600605879277,1604.0254673548038,1653.3324,0.061771017,0.13794133595758354,0.4478064253846276,0.022125,0.3033419023136247,1.7527703054973112,23.75,0.5292826294898987,10.689342105263162,7.278315789473684,15.626411764705885,0
1668069779915833-1,4.5,4.5,4.0,4.0,4.0,4.0,0,"So, to learn another language, you should learn a lot of words, you can read a lot of books, you can use dictionary, there's a lot of movies and series that you can see scenes and to learn from that how to talk correctly and you just need to repeat it all the time and then it goes into your brain. You should do it that way because it's more fun and it's an easy way and there's a lot of things that you can learn with.",1,1028.4581728800626,673.6674902937523,929.6914571073756,0.0,5752.7986939887405,-18.772682,33.07082,18661538.0,1265.2539023044983,1218.6960742001072,1066.3643,0.07079528,0.06803644249883069,1.040549448521448,0.0249375,0.37324602432179604,1.7429931071630576,49.0,0.6243692636489868,17.12612244897959,3.635918367346939,23.057931034482756,0
1668069779915833-2,4.5,4.5,4.0,4.0,4.0,4.0,1,"So I would prefer to be most remembered for great kindness because I'm a more people person. I like to hear people's needs and I love to serve people and to make them feel better. And I feel and I believe that if you help to another person, it's much, much good that if you are more sophisticated or smarter. I believe in to do great things to another person. So yeah, I definitely go for great kindness.",7,1001.7939803463685,658.9692083350194,924.6116258741094,0.0,5626.027821108293,-21.054842,33.44681,18331646.0,1137.0063069703685,1114.90344179317,1086.3574,0.05509159,0.061850078501376464,0.8907278862714573,0.0384375,0.4232622161046111,1.7429931071630576,17.8,0.6268123388290405,6.5991910112359555,4.141123595505615,10.765384615384619,0
1668069779915833-3,4.5,4.5,4.0,4.0,4.0,4.0,2,"Well, I think the school is wrong. I think it's very important to the funding in physical education too. It's very valuable in life and it's very dramatically a thing that you should know in your life how to use your body correctly more than use technology. You need to learn about live your life healthier and that's why you need to use sports classes for teaching those things. I think the potential outcomes for this decision is more people not doing sports and therefore they won't be healthier in their lives and it's very bad for society in my opinion.",1,1063.3012020223555,681.6909025218579,983.4497818073886,0.0,7461.909510701609,-20.811066,34.05605,19858708.0,1213.1894455108936,1149.7780617642595,1074.0537,0.054034412,0.06341771037481626,0.8520397786018713,0.052125,0.4086232239098481,1.7429931071630576,22.6,0.5872395038604736,9.30541592920354,6.72247787610619,14.691584158415843,0
1668069779915833-4,4.5,4.5,4.0,4.0,4.0,4.0,3,"Okay, so I definitely prefer to be remembered for great kindness because I'm more a people person. I believe to be kind to another. I believe to do good things to another, even if it's a completely stranger because to do good things for another, do much more good for the world instead of be smarter. You can be sophisticated and you can be very smart. It is useful, but I think in action to be kind, it's more valuable. And in my perspective, it's much better to be kind for another. So yeah, I definitely go for great kindness.",4,938.2658908271682,679.9453081957906,835.9042154841941,0.0,5960.156764377967,-20.836344,33.825294,20019178.0,1129.8745753356282,1138.6551422551781,999.4905,0.052372627,0.05639833284799068,0.9286201260848698,0.04325,0.40302853814793244,1.7622790545754494,16.857142857142858,0.6290192604064941,7.484285714285715,3.871186440677967,10.628757142857147,0
1668069779915833-5,4.5,4.5,4.0,4.0,4.0,4.0,4,"I think it's a tough question because social media goes bigger and bigger every year and of course, they have massive of responsibility of what happens and in the world and has a big Big influence on the world So it's a tough question to Declare if they should the strict people or not. I think They should have some strict the strings on Users because there's a lot of fake news out there and it's very dangerous for the world Yes, so it's it's a big ethical question, but in this term I think We should make some restrictions",5,967.0855885380275,703.833955217373,835.1389816424456,0.0,5311.9521150831315,-20.84445,32.16186,16600454.0,1220.165640524728,1169.5694330624287,1092.9619,0.06186606,0.06836973155801622,0.9048749861893595,0.041125,0.4104803493449782,1.7979235760094388,55.0,0.6016340255737305,20.663636363636368,6.540363636363637,53.39169999999999,1
1672742272786776-1,3.67,4.0,3.67,3.33,3.0,3.67,0,"My goals for the three or five years from now is to get my business larger, to get greater customers, regular customers, expand the construction side of my business. And we're doing a lot of partnership with other companies to make this happen and work out and advertise ourselves. And that's it.",0,1001.3355440156045,653.1668978512237,967.0746939296295,0.0,5870.423117494721,-20.648417,36.010136,28604956.0,1358.3628441471162,1188.5535778199853,1670.8069,0.11061671,0.08244112748104371,1.3417660540503602,0.0255625,0.3648528099910794,1.7429931071630576,20.0,0.5903106331825256,8.92666666666667,6.729999999999997,14.047435897435896,0
1672742272786776-2,3.67,4.0,3.67,3.33,3.0,3.67,1,"I want to get a new project in my company that relates to construction and maybe to supervise construction sites and make it more, more things that we can do as a company with the construction license that I'm getting now.",0,994.8429592348034,687.3230753379422,1009.6416589378098,0.0,7208.021049319808,-21.271748,40.14037,44757676.0,1377.628638804428,1178.8002436149027,1632.3506,0.10091145,0.09313921299048751,1.0834475633435499,0.0185,0.351961950059453,1.722562629490293,44.0,0.5846946835517883,18.19727272727273,7.849090909090911,24.57292682926829,0
1672742272786776-3,3.67,4.0,3.67,3.33,3.0,3.67,2,"The biggest problem of a society is that nobody is listening to anybody. No tolerance, everybody thinks about themselves, and listen to the media, fake news, like it's your ears and eyes are closing. And I don't know, there's more problems, I don't know how to name them.",2,1179.582623768802,746.4714104832675,1149.6418836054725,0.0,5551.442344206072,-22.368893,39.822292,44407416.0,1566.118227252127,1279.476135266059,1755.5236,0.102008425,0.1054391021917596,0.9674629485538124,0.02025,0.40148698884758366,1.7527703054973112,20.333333333333332,0.5777906179428101,8.782622950819672,4.336393442622949,13.161875000000002,0
1672742272786776-4,3.67,4.0,3.67,3.33,3.0,3.67,3,"I'm the best in my work because in four years I did things and achievements that my colleagues did in 20 and 30 years. I proved myself in the court as a witness, I proved myself in my professionality. I'm actually teaching other people my profession. So this is my content.",2,1494.9927356647408,953.2865163584991,1213.0610299050222,0.0,6632.453586792569,-20.795078,37.4134,35102684.0,1841.0999326149226,1488.9969314080888,1775.6749,0.10291289,0.10808692915286976,0.9521307408532077,0.0233125,0.4116997792494481,1.7622790545754494,14.5,0.5927910804748535,6.54431034482759,4.766206896551722,10.15735294117647,0
1672742272786776-5,3.67,4.0,3.67,3.33,3.0,3.67,4,"The foundation, the founding of the idea I think about a nanny for travelers in any country. A company that you can rely on and specialty nannies that supervise. And you go as young parents with small kids to any place to travel to get them to a nanny and get some time to yourself.",1,1266.8252081308037,827.6551925440012,1027.8460220047066,0.0,6774.690749341915,-19.372484,33.826694,22730156.0,1785.6278842896047,1486.889209205233,1759.798,0.106867105,0.11368967216705607,0.9399895586973115,0.0160625,0.3002336448598131,1.7329302194658671,19.666666666666668,0.5447598695755005,8.080000000000002,5.4176271186440665,11.88612121212121,0
1679466431414415-1,6.0,5.0,6.0,6.0,5.0,5.5,0,"My favorite singer is Jay Chou, his music is like pop music and what do I like most about their music is that his music is very catchy and usually the content is very good and I find the content very relevant to my daily life so that's why I like Jay Chou and he's my favorite singer.",4,2204.2594597843145,2037.7460771692597,1047.2039363852568,0.0,5663.768771020517,-22.194689,30.33124,13972482.0,2656.512714677868,1725.7287782826763,1984.4839,0.054501526,0.19354803975910834,0.28159172330318244,0.020375,0.31255992329817833,1.7527703054973112,62.0,0.5211493968963623,24.577096774193546,5.250967741935483,30.63275862068965,0
1679466431414415-2,6.0,5.0,6.0,6.0,5.0,5.5,1,"I have the best job in the world because I have the best boss in the world. My boss is very supportive and he's also a very funny, intelligent person. So that's why I love my job. Yes, so I just answered why I like my job because I have a great boss.",5,1892.642861634094,1600.2132639470617,1115.3155732442226,0.0,5235.226230661839,-23.847176,35.140026,24922238.0,2334.4456501861832,1562.9471112241501,1951.0223,0.05342646,0.1723482486459521,0.30999131033469346,0.016625,0.3033067274800456,1.7622790545754494,15.25,0.6066165566444397,4.865696721311476,1.3449180327868824,7.411981132075475,0
