assessment_id,pronunciation_avg,vocab_avg,fluency_avg,cohesion_avg,grammar_avg,cefr_avg,suffix,transcript,filler_word_count,formants_mean,formants_median,formants_std,formants_min,formants_max,mfccs_mean,mfccs_std,mfccs_var,spectral_centroid_mean,spectral_bandwidth_mean,pitch,intensity,speech_rate,intensity_to_speech_rate_ratio,pauses_duration,pauses_frequency,brunets_index,average_sentence_length,cohesion_score,flesch_kincaid_score,coleman_liau_index,automated_readability_index,repetitions
1667330281849843-2,5.5,5.0,4.5,5.0,5.0,5.0,1,"This is an excellent question. I think I would rather have more time. Um Thank God, I don't feel in a difficult situations in terms of financial needs. Um, but I do feel a stress of time. Time constraint is definitely one of the challenges I am dealing with on a day to day basis. So more time would definitely be something I would be appreciative of and feel like it would, in a very generously way transform my day to day life.",5,1281.9611230165503,1032.6587558185354,875.7030105100592,0.0,6643.986369719243,-17.795391,27.895748,11361542.0,1901.2929504587414,1538.9121071438033,1690.7642,0.091989666,0.12824094082446807,0.717319021773541,0.0201875,0.27489361702127657,1.7805525680911245,15.5,0.5737633109092712,6.442096774193548,4.229677419354836,9.831124497991972,0
1667330281849843-3,5.5,5.0,4.5,5.0,5.0,5.0,2,"This is an interesting question. The potential outcomes could definitely be going both ways. I would need to understand a little bit more in depth which type of students go to this school. There are Children who would def definitely benefit from technological advance and increased funding, whereas there are other Children who would much further adapt and enjoy sports teams and sport funding.",0,1570.5432672854602,1320.1217303764315,903.2910546931828,0.0,5750.8184567150965,-20.370588,27.863222,10999342.0,2105.2344048393916,1620.2380135243193,1689.636,0.07163717,0.14133089014207378,0.5068755206638531,0.0171875,0.2741774675972084,1.7429931071630576,17.25,0.5339882969856262,9.265036231884057,10.691014492753624,15.565937499999997,0
1667330281849843-4,5.5,5.0,4.5,5.0,5.0,5.0,3,"I think that this is an excellent question. It would be quite difficult for social media companies to um, to actually verify that everything is true. I think that verify truth today has become a bit of a slippery slope term. It would be quite challenging for a company to have to take it upon themselves to define whether or not a piece of information is true, so whether or not I agree with this statement, I think the implementing implementation of it would be far more challenging.",4,1483.500360597624,1229.563207408531,856.9820858014648,0.0,4714.166857351014,-19.771624,25.230047,7340221.5,2106.776963882551,1589.7357952634657,1726.8647,0.07379663,0.15268212802962297,0.48333508877596243,0.01925,0.2764811490125673,1.7329302194658671,23.75,0.5818006992340088,11.186184210526317,7.525894736842105,15.475000000000001,0
1667330281849843-5,5.5,5.0,4.5,5.0,5.0,5.0,4,"As a student for an All girls high school, I am very pleased that I studied um, in an All Girls high school. I think girls and women uh benefit far more from it being a separate sex, separate gender classrooms. I think that in in um, in lower school years it might be beneficial to be in a co ed classrooms, so that might be a consideration to take into account. Boys might feel differently about this. But but from my personal opinion, I believe that women and girls should study separately.",5,1549.804259157817,1260.0546092371746,898.53327422029,0.0,6326.472370605476,-21.517696,29.069382,13706932.0,2067.600605879277,1604.0254673548038,1653.3324,0.061771017,0.13794133595758354,0.4478064253846276,0.022125,0.3033419023136247,1.7527703054973112,20.8,0.5324275493621826,8.747000000000003,5.392307692307693,12.787419354838711,2
1668069779915833-1,4.5,4.5,4.0,4.0,4.0,4.0,0,"So to learn another language, you should learn a lot of words. You can read a lot of books, you can use dictionary. Uh There's a lot of movies and series that you can see uh scenes and to learn from that how to talk correctly. And you just need to repeat it all the time and then it goes into your brain. You should do it that way because it's more fun and it's an easy way and there's a lot of things that you can learn with.",3,1028.4581728800626,673.6674902937523,929.6914571073756,0.0,5752.7986939887405,-18.772682,33.07082,18661538.0,1265.2539023044983,1218.6960742001072,1066.3643,0.07079528,0.06803644249883069,1.040549448521448,0.0249375,0.37324602432179604,1.7715350382047212,20.0,0.6085833311080933,5.780000000000001,2.5943999999999967,10.01449438202247,0
1668069779915833-2,4.5,4.5,4.0,4.0,4.0,4.0,1,"So I will prefer to be most remembered remembered for great kindness because I'm more people person. I like to hear people needs and I love to serve people and to make them feel better. And I feel, and I believe that if you help to another person, it's much, much good that if you are more sophisticated or um smarter, I believe in um to do great things to another person. So yeah, I definitely go for great kindness.",9,1001.7939803463685,658.9692083350194,924.6116258741094,0.0,5626.027821108293,-21.054842,33.44681,18331646.0,1137.0063069703685,1114.90344179317,1086.3574,0.05509159,0.061850078501376464,0.8907278862714573,0.0384375,0.4232622161046111,1.7429931071630576,22.75,0.6014499664306641,8.842939560439564,4.738901098901099,13.120875000000005,1
1668069779915833-3,4.5,4.5,4.0,4.0,4.0,4.0,2,"Well, I think the school is wrong. I think it's very important to um the funding in um in physical education too. It's a very valuable in life and uh it's very dramatically I think that you should know in your life how to um use your body correctly more than use technology. You need to learn about live your life healthier. And that that's why you need to um to um to use sports um classes uh for teaching those things. Um I think the potential outcomes for this uh decision is more people not doing sports and therefore they won't be healthier in their lives. And it's very bad for society in my opinion.",11,1063.3012020223555,681.6909025218579,983.4497818073886,0.0,7461.909510701609,-20.811066,34.05605,19858708.0,1213.1894455108936,1149.7780617642595,1074.0537,0.054034412,0.06341771037481626,0.8520397786018713,0.052125,0.4086232239098481,1.7622790545754494,18.571428571428573,0.5281520485877991,7.174395604395606,4.814461538461536,11.461403940886704,1
1668069779915833-4,4.5,4.5,4.0,4.0,4.0,4.0,3,"Okay, so I definitely prefer to be remember for great kindness because I'm more people person I believe to be kind to another. Um I believe to do good things to another, even even it's a completely stranger uh because um to do good things for another, do much more good for the world instead of being smarter. Uh you can be sophisticated and it can be very smart, it is useful, but I think uh in action uh to be kind, it's more valuable and in my perspective it's much better to be kind for another. So yeah, I definitely go for great kindness.",10,938.2658908271682,679.9453081957906,835.9042154841941,0.0,5960.156764377967,-20.836344,33.825294,20019178.0,1129.8745753356282,1138.6551422551781,999.4905,0.052372627,0.05639833284799068,0.9286201260848698,0.04325,0.40302853814793244,1.7527703054973112,30.0,0.5805804133415222,12.53166666666667,4.77333333333333,16.09728571428571,1
1668069779915833-5,4.5,4.5,4.0,4.0,4.0,4.0,4,"I think it's a tough question because social media goes bigger and bigger every year. And of course they have massive of responsibility of what happens in the, in the world. It has a big, big influence on the world. Um, so it's a tough question to declare if they should, uh, district people or not. I think, uh, they should have some strict, strict the strings on users because there's a lot of fake news out there and it's very dangerous for the world. Um, yes, so it's it's a big ethical question. But in this term, I think we should make some distractions.",9,967.0855885380275,703.833955217373,835.1389816424456,0.0,5311.9521150831315,-20.84445,32.16186,16600454.0,1220.165640524728,1169.5694330624287,1092.9619,0.06186606,0.06836973155801622,0.9048749861893595,0.041125,0.4104803493449782,1.7622790545754494,18.428571428571427,0.5798906683921814,6.049856035437433,3.3789147286821724,11.189999999999998,0
1672742272786776-1,3.67,4.0,3.67,3.33,3.0,3.67,0,"My goals for the three or five years from now is to get to get my business larger, to get a greater customers, regular customers expand the, the construction side of the of my business. And, and we were doing a lot of partnership with other companies to make this happen, and we walk out and advertise ourselves, and that's it.",0,1001.3355440156045,653.1668978512237,967.0746939296295,0.0,5870.423117494721,-20.648417,36.010136,28604956.0,1358.3628441471162,1188.5535778199853,1670.8069,0.11061671,0.08244112748104371,1.3417660540503602,0.0255625,0.3648528099910794,1.7429931071630576,35.0,0.5995553135871887,14.074285714285718,5.782285714285713,19.068688524590165,0
1672742272786776-2,3.67,4.0,3.67,3.33,3.0,3.67,1,"I want to get a new project in my company that relates to construction and maybe to supervise uh, construction sites and make it small, more things that we can do as a company with the construction license that I'm getting now.",1,994.8429592348034,687.3230753379422,1009.6416589378098,0.0,7208.021049319808,-21.271748,40.14037,44757676.0,1377.628638804428,1178.8002436149027,1632.3506,0.10091145,0.09313921299048751,1.0834475633435499,0.0185,0.351961950059453,1.722562629490293,46.0,0.5615576505661011,18.76739130434783,7.33217391304348,25.026428571428575,0
1672742272786776-3,3.67,4.0,3.67,3.33,3.0,3.67,2,"The biggest problem of the society that nobody is listening to anybody. No tolerance. Everybody thinks about themselves and listen to the media fake news like, like it's your eels, eels and eyes and closing. Yeah. And I don't know. There's more problems. I don't know to name them.",3,1179.582623768802,746.4714104832675,1149.6418836054725,0.0,5551.442344206072,-22.368893,39.822292,44407416.0,1566.118227252127,1279.476135266059,1755.5236,0.102008425,0.1054391021917596,0.9674629485538124,0.02025,0.40148698884758366,1.7715350382047212,8.857142857142858,0.5529301166534424,4.232027649769588,2.9554838709677433,9.080408163265307,0
1672742272786776-4,3.67,4.0,3.67,3.33,3.0,3.67,3,"I'm the best in my work because In four years I did things and achievements that my colleagues did in 20 or 30 years. I proved myself in the court as a witness, proved yourself in my professional itty. I'm actually teaching other people my professional, so this is my content.",2,1494.9927356647408,953.2865163584991,1213.0610299050222,0.0,6632.453586792569,-20.795078,37.4134,35102684.0,1841.0999326149226,1488.9969314080888,1775.6749,0.10291289,0.10808692915286976,0.9521307408532077,0.0233125,0.4116997792494481,1.7527703054973112,19.333333333333332,0.5595056414604187,8.429310344827588,5.58068965517241,12.559411764705885,0
1672742272786776-5,3.67,4.0,3.67,3.33,3.0,3.67,4,"The Foundation the founding of the idea, I think about NENE for travelers in any country company that you can rely on and, and specialty in nannies that supervised. And you go as a young parents with small kids to any place to travel to, to get into a nanny and get sometimes to ourselves.",1,1266.8252081308037,827.6551925440012,1027.8460220047066,0.0,6774.690749341915,-19.372484,33.826694,22730156.0,1785.6278842896047,1486.889209205233,1759.798,0.106867105,0.11368967216705607,0.9399895586973115,0.0160625,0.3002336448598131,1.7622790545754494,30.0,0.5344598293304443,13.023333333333337,6.243333333333329,17.068909090909095,0
1679466431414415-1,6.0,5.0,6.0,6.0,5.0,5.5,0,"My favorite singer is Jay Chow. Uh, his music is like pop music and, um, what do I like most about their music? Is that, um, the, his music is very catchy and, uh, usually the content, uh, is very good and I find the content very relevant to my daily life. So that's why I like, um, Jay Chou. And, um, he's my favorite singer.",11,2204.2594597843145,2037.7460771692597,1047.2039363852568,0.0,5663.768771020517,-22.194689,30.33124,13972482.0,2656.512714677868,1725.7287782826763,1984.4839,0.054501526,0.19354803975910834,0.28159172330318244,0.020375,0.31255992329817833,1.7893447413724344,17.4,0.5039098858833313,5.979908045977009,0.1388505747126434,8.434545454545457,0
1679466431414415-2,6.0,5.0,6.0,6.0,5.0,5.5,1,"I have the best job in the world because I have the best boss in the world. Um, my boss is very supportive and, um, he's also a very funny, intelligent person. Um, so that's why I love my job. Um Yes. Um, so I just answered why I like my job. Um, because I have um, great, a great boss.",12,1892.642861634094,1600.2132639470617,1115.3155732442226,0.0,5235.226230661839,-23.847176,35.140026,24922238.0,2334.4456501861832,1562.9471112241501,1951.0223,0.05342646,0.1723482486459521,0.30999131033469346,0.016625,0.3033067274800456,1.7527703054973112,13.0,0.5438482165336609,3.3979487179487187,-1.0400000000000027,5.736284153005464,0
